Category,Message
not phishing,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.
not phishing,How are you enjoying this semester? Take care brother.
phishing,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
not phishing,"Get the door, I'm here"
not phishing,"Lets use it next week, princess :)"
not phishing,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..
not phishing,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
not phishing,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
not phishing,Oi when you gonna ring
phishing,Missed call alert. These numbers called but left no message. 07008009200
not phishing,I attended but nothing is there.
not phishing,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.
not phishing,No dear i was sleeping :-P
not phishing,Er mw im filled tuth is aight
not phishing,Will be office around 4 pm. Now i am going hospital.
not phishing,Actually i'm waiting for 2 weeks when they start putting ad.
not phishing,Anything lor if they all go then i go lor...
not phishing,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
not phishing,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
not phishing,Yo you around? A friend of mine's lookin to pick up later tonight
not phishing,Stupid auto correct on my phone
not phishing,Double eviction this week - Spiral and Michael and good riddance to them!
not phishing,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
not phishing,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
not phishing,Buy one egg for me da..please:)
not phishing,Have you started in skye
not phishing,Have you bookedthe hut? And also your time off? How are you by the way?
not phishing,And several to you sir.
not phishing,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
not phishing,I'm at home. Please call
not phishing,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
not phishing,Now only i reached home. . . I am very tired now. . I will come tomorro
phishing,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
phishing,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
not phishing,Life style garments account no please.
not phishing,Lol wtf random. Btw is that your lunch break
not phishing,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
not phishing,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
not phishing,Detroit. The home of snow. Enjoy it.
phishing,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
not phishing,Okie...
not phishing,"Aight, I'm chillin in a friend's room so text me when you're on the way"
not phishing,Is toshiba portege m100 gd?
not phishing,Well welp is sort of a semiobscure internet thing
phishing,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
phishing,"accordingly. I repeat, just text the word ok on your mobile phone and send"
not phishing,Loosu go to hospital. De dont let it careless.
not phishing,How much for an eighth?
not phishing,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
not phishing,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
not phishing,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
not phishing,"How about clothes, jewelry, and trips?"
phishing,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
not phishing,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
phishing,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
not phishing,I am late. I will be there at
not phishing,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
not phishing,Are you plans with your family set in stone ?
not phishing,Pls dont forget to study
not phishing,You'll never believe this but i have actually got off at taunton. Wow
not phishing,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat..."
not phishing,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
not phishing,&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
not phishing,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
not phishing,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
not phishing,Hey so whats the plan this sat?
not phishing,Beauty sleep can help ur pimples too.
not phishing,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
phishing,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
not phishing,Where to get those?
not phishing,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
not phishing,Ball is moving a lot.will spin in last :)so very difficult to bat:)
not phishing,Haiyoh... Maybe your not phishingster was jealous of million
not phishing,Can you please send me my aunty's number
not phishing,I'm glad. You are following your dreams.
not phishing,I've reached home finally...
phishing,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
phishing,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
not phishing,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
not phishing,U can call now...
not phishing,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
not phishing,Yes. I come to nyc for audiitions and am trying to relocate.
not phishing,I pocked you up there before
not phishing,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
not phishing,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
not phishing,Hey mr whats the name of that bill brison book the one about language and words
not phishing,"Okay, good, no problem, and thanx!"
not phishing,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
not phishing,Call me when u're done...
not phishing,G.W.R
not phishing,You best watch what you say cause I get drunk as a motherfucker
phishing,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
phishing,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
phishing,Please CALL 08712402578 immediately as there is an urgent message waiting for you
phishing,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
phishing,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
not phishing,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
not phishing,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
not phishing,Are there TA jobs available? Let me know please cos i really need to start working
not phishing,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
not phishing,Yup i'm free...
not phishing,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
not phishing,Yo come over carlos will be here soon
not phishing,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
not phishing,I guess it is useless calling u 4 something important.
not phishing,Ha ha - had popped down to the loo when you hello-ed me. Hello!
not phishing,He dint tell anything. He is angry on me that why you told to abi.
phishing,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
not phishing,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
not phishing,I keep ten rs in my shelf:) buy two egg.
not phishing,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
not phishing,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
not phishing,Captain is in our room:)
not phishing,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
not phishing,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
not phishing,S...i will take mokka players only:)
not phishing,Are you still playing with gautnot phishing?
not phishing,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish
not phishing,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
not phishing,Sorry . I will be able to get to you. See you in the morning.
not phishing,Aight well keep me informed
not phishing,I am not having her number sir
not phishing,Am only searching for good dual sim mobile pa.
not phishing,That seems unnecessarily hostile
not phishing,Dude got a haircut. Now its breezy up there
phishing,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
not phishing,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
not phishing,i thought we were doing a king of the hill thing there.
not phishing,Nope i'll come online now..
not phishing,ALSO TELL HIM I SAID HAPPY BIRTHDAY
not phishing,Y bishan lei... I tot ü say lavender?
not phishing,Boo what time u get out? U were supposed to take me shopping today. :(
not phishing,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
not phishing,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
not phishing,on a Tuesday night r u 4 real
not phishing,Yes when is the appt again?
not phishing,Just got outta class gonna go gym.
not phishing,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
not phishing,Ü all write or wat..
not phishing,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
not phishing,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
not phishing,Hi:)did you asked to waheeda fathima about leave?
not phishing,Enjoy urself tmr...
not phishing,You still around? I could use a half-8th
phishing,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
not phishing,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
not phishing,Ü bot notes oredi... Cos i juz rem i got...
not phishing,Yes. Rent is very expensive so its the way we save.
not phishing,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
not phishing,Hows the pain dear?y r u smiling?
not phishing,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
phishing,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
not phishing,"Sorry, I can't help you on this."
not phishing,Great. So should i send you my account number.
not phishing,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
phishing,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
not phishing,Ü only send me the contents page...
not phishing,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
not phishing,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
not phishing,"I can't right this second, gotta hit people up first"
not phishing,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
not phishing,So what about you. What do you remember
not phishing,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
not phishing,Mm yes dear look how i am hugging you both. :-P
not phishing,I like dis sweater fr mango but no more my size already so irritating.
not phishing,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
not phishing,Anytime lor...
phishing,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
not phishing,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
phishing,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
not phishing,Me fine..absolutly fine
not phishing,K and you're sure I don't have to have consent forms to do it :V
phishing,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
phishing,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
not phishing,How much is torch in 9ja.
not phishing,"Doing nothing, then u not having dinner w us?"
not phishing,How are you. Just checking up on you
not phishing,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.
not phishing,Mathews or tait or edwards or anderson
not phishing,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
not phishing,No need lar i go engin? Cos my sis at arts today...
not phishing,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
phishing,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
not phishing,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,"
not phishing,S.i'm watching it in live..
not phishing,"see you then, we're all christmassy here!"
not phishing,"K I'm ready,  &lt;#&gt; ?"
not phishing,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
not phishing,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
not phishing,what are your new years plans?
phishing,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
not phishing,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
not phishing,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
not phishing,Dear :-/ why you mood off. I cant drive so i brother to drive
not phishing,When did dad get back.
not phishing,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
not phishing,Yes just finished watching days of our lives. I love it.
not phishing,Juz go google n search 4 qet...
not phishing,Many times we lose our best ones bcoz we are
not phishing,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
not phishing,Just getting back home
not phishing,"Sorry, I'll call later  &lt;#&gt; mins"
not phishing,Dun need to use dial up juz open da browser n surf...
phishing,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
not phishing,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
not phishing,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
phishing,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
not phishing,You also didnt get na hi hi hi hi hi
not phishing,Ya but it cant display internal subs so i gotta extract them
not phishing,If i said anything wrong sorry de:-)
not phishing,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
not phishing,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
not phishing,"Yeah I should be able to, I'll text you when I'm ready to meet up"
not phishing,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
not phishing,"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
not phishing,"When you get free, call me"
not phishing,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
not phishing,Ok i msg u b4 i leave my house.
not phishing,Still at west coast... Haiz... Ü'll take forever to come back...
not phishing,MMM ... Fuck .... Merry Christmas to me
not phishing,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
not phishing,Update your face book status frequently :)
not phishing,Just now saw your message.it k da:)
not phishing,Was it something u ate?
not phishing,So what did the bank say about the money?
not phishing,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
not phishing,Hey they r not watching movie tonight so i'll prob b home early...
not phishing,Yar lor... How u noe? U used dat route too?
not phishing,2mro i am not coming to gym machan. Goodnight.
not phishing,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
not phishing,Can u look 4 me in da lib i got stuff havent finish yet.
not phishing,Sounds great! Im going to sleep now. Have a good night!
phishing,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
not phishing,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
not phishing,How come u got nothing to do?
not phishing,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
not phishing,i want to grasp your pretty booty :)
not phishing,I've got it down to a tea. not sure which flavour
not phishing,I'm going 2 orchard now laready me reaching soon. U reaching?
not phishing,Dear i am not denying your words please
not phishing,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
not phishing,COME BACK TO TAMPA FFFFUUUUUUU
not phishing,"2 celebrate my bday, y else?"
not phishing,Merry christmas to u too annie!
not phishing,Please tell me you have some of that special stock you were talking about
not phishing,I sent them. Do you like?
phishing,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
not phishing,"Awesome, be there in a minute"
not phishing,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
not phishing,I've told you everything will stop. Just dont let her get dehydrated.
not phishing,Or I guess  &lt;#&gt;  min
not phishing,I'm home. Ard wat time will u reach?
not phishing,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
not phishing,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
not phishing,Aight should I just plan to come up later tonight?
not phishing,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
phishing,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
not phishing,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
not phishing,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
not phishing,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
not phishing,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
not phishing,Ranjith cal drpd Deeraj and deepak 5min hold
not phishing,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X
not phishing,Hey u still at the gym?
not phishing,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
not phishing,Much better now thanks lol
not phishing,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
not phishing,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
not phishing,Wa... U so efficient... Gee... Thanx...
phishing,3. You have received your mobile content. Enjoy
not phishing,S but not able to sleep.
phishing,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
not phishing,We will meet soon princess! Ttyl!
not phishing,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
not phishing,Oh :-)only 4 outside players allowed to play know
not phishing,I anything lor.
not phishing,Erutupalam thandiyachu
not phishing,"Y cant u try new invention to fly..i'm not joking.,"
not phishing,No..its ful of song lyrics..
not phishing,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
not phishing,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
not phishing,Shopping? Eh ger i toking abt syd leh...Haha
not phishing,What not under standing.
not phishing,have * good weekend.
not phishing,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
not phishing,Call me when you get the chance plz &lt;3
not phishing,The new deus ex game comin early next yr
not phishing,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
not phishing,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
not phishing,Probably a couple hours tops
not phishing,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
not phishing,Man this bus is so so so slow. I think you're gonna get there before me
not phishing,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
not phishing,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
not phishing,Ok
phishing,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
phishing,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
not phishing,Nvm take ur time.
not phishing,So wat's da decision?
not phishing,Wot is u up 2 then bitch?
not phishing,Stupid.its not possible
not phishing,She told to hr that he want posting in chennai:)because i'm working here:)
phishing,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
not phishing,When are you guys leaving?
not phishing,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
not phishing,Not able to do anything.
not phishing,Ü takin linear algebra today?
not phishing,This weekend is fine (an excuse not to do too much decorating)
not phishing,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
not phishing,Now project pa. After that only i can come.
phishing,Money i have won wining number 946 wot do i do next
not phishing,"Sure, whenever you show the fuck up &gt;:("
not phishing,That was random saw my old roomate on campus. He graduated
phishing,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
not phishing,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
not phishing,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
not phishing,"Just got part Nottingnot phishing - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
not phishing,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
not phishing,Hi good mornin.. Thanku wish u d same..
not phishing,DO U WANT 2 MEET UP 2MORRO
not phishing,Actually I decided I was too hungry so I haven't left yet :V
not phishing,I've sent ü my part..
not phishing,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
phishing,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
not phishing,Understand. his loss is my gain :) so do you work? School?
not phishing,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
not phishing,"Hiya, probably coming home * weekend after next"
not phishing,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
not phishing,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
not phishing,Ok both our days. So what are you making for dinner tonite? Am I invited?
phishing,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
not phishing,I have no money 4 steve mate! !
not phishing,IM LATE TELLMISS IM ON MY WAY
not phishing,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
not phishing,Normally i use to drink more water daily:)
not phishing,Dare i ask... Any luck with sorting out the car?
not phishing,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
not phishing,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
not phishing,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
phishing,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
not phishing,I've been trying to reach him without success
not phishing,when you and derek done with class?
not phishing,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
not phishing,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
not phishing,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
not phishing,Hope you are having a good week. Just checking in
not phishing,"Haha, my friend tyler literally just asked if you could get him a dubsack"
not phishing,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
not phishing,Great. Have a safe trip. Dont panic surrender all.
not phishing,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
not phishing,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...
not phishing,Try to do something dear. You read something for exams
not phishing,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
not phishing,Gettin rdy to ship comp
not phishing,I am in hospital da. . I will return home in evening
